Date,Time,StoreID,CustomerID,OrderID,ProductName,Price
2023-01-29,12:14:20,STR_5E1NP1,CUST_YL8KWS,ORD_B50363,Keyboard,74.81
2023-01-29,12:14:20,STR_5E1NP1,CUST_YL8KWS,ORD_B50363,Keyboard,74.81
2023-01-29,12:14:20,STR_5E1NP1,CUST_YL8KWS,ORD_B50363,Speaker,740.0
2023-01-29,12:14:20,STR_5E1NP1,CUST_YL8KWS,ORD_B50363,Tablet,832.49
2023-01-29,12:14:20,STR_5E1NP1,CUST_YL8KWS,ORD_B50363,Tablet,832.49
2023-03-25,16:19:18,STR_5E1NP1,CUST_YL8KWS,ORD_7U9Q7R,Monitor,608.68
2023-03-25,16:19:18,STR_5E1NP1,CUST_YL8KWS,ORD_7U9Q7R,Tablet,832.49
2023-03-25,16:19:18,STR_5E1NP1,CUST_YL8KWS,ORD_7U9Q7R,Headphones,192.36
2023-01-20,05:54:44,STR_5E1NP1,CUST_YL8KWS,ORD_13SUWR,Monitor,608.68
2023-01-20,05:54:44,STR_5E1NP1,CUST_YL8KWS,ORD_13SUWR,Smartphone,212.8
2023-01-20,05:54:44,STR_5E1NP1,CUST_YL8KWS,ORD_13SUWR,Smartphone,212.8
2023-01-20,05:54:44,STR_5E1NP1,CUST_YL8KWS,ORD_13SUWR,Keyboard,74.81
2023-06-25,04:02:49,STR_5E1NP1,CUST_YL8KWS,ORD_B7LWZM,Smartwatch,840.43
2023-06-25,04:02:49,STR_5E1NP1,CUST_YL8KWS,ORD_B7LWZM,Keyboard,74.81
2023-06-25,04:02:49,STR_5E1NP1,CUST_YL8KWS,ORD_B7LWZM,Tablet,832.49
2023-06-25,04:02:49,STR_5E1NP1,CUST_YL8KWS,ORD_B7LWZM,Monitor,608.68
2023-11-26,23:23:57,STR_5E1NP1,CUST_YL8KWS,ORD_BPUW36,Tablet,832.49
2023-11-26,23:23:57,STR_5E1NP1,CUST_YL8KWS,ORD_BPUW36,Speaker,740.0
2023-11-26,23:23:57,STR_5E1NP1,CUST_YL8KWS,ORD_BPUW36,Smartwatch,840.43
2023-06-02,21:55:27,STR_5E1NP1,CUST_YL8KWS,ORD_YAB9F8,Monitor,608.68
2023-06-02,21:55:27,STR_5E1NP1,CUST_YL8KWS,ORD_YAB9F8,Smartwatch,840.43
2023-06-02,21:55:27,STR_5E1NP1,CUST_YL8KWS,ORD_YAB9F8,Monitor,608.68
2023-06-02,21:55:27,STR_5E1NP1,CUST_YL8KWS,ORD_YAB9F8,Smartphone,212.8
2023-05-01,19:46:37,STR_5E1NP1,CUST_YL8KWS,ORD_4CCA6S,Keyboard,74.81
2023-02-10,23:22:18,STR_5E1NP1,CUST_YL8KWS,ORD_PG3EXI,Smartwatch,840.43
2023-02-10,23:22:18,STR_5E1NP1,CUST_YL8KWS,ORD_PG3EXI,Tablet,832.49
2023-02-10,23:22:18,STR_5E1NP1,CUST_YL8KWS,ORD_PG3EXI,Monitor,608.68
2023-02-10,23:22:18,STR_5E1NP1,CUST_YL8KWS,ORD_PG3EXI,Speaker,740.0
2023-09-11,12:26:52,STR_5E1NP1,CUST_YL8KWS,ORD_C25YUD,Headphones,192.36
2023-09-11,12:26:52,STR_5E1NP1,CUST_YL8KWS,ORD_C25YUD,Tablet,832.49
2023-09-11,12:26:52,STR_5E1NP1,CUST_YL8KWS,ORD_C25YUD,Smartphone,212.8
2023-09-11,12:26:52,STR_5E1NP1,CUST_YL8KWS,ORD_C25YUD,Laptop,199.25
2023-09-11,12:26:52,STR_5E1NP1,CUST_YL8KWS,ORD_C25YUD,Headphones,192.36
2023-04-13,08:09:25,STR_5E1NP1,CUST_EPN1XT,ORD_YVETVP,Laptop,199.25
2023-04-13,08:09:25,STR_5E1NP1,CUST_EPN1XT,ORD_YVETVP,Speaker,740.0
2023-04-13,08:09:25,STR_5E1NP1,CUST_EPN1XT,ORD_YVETVP,Smartwatch,840.43
2023-04-13,08:09:25,STR_5E1NP1,CUST_EPN1XT,ORD_YVETVP,Monitor,608.68
2023-09-15,05:03:09,STR_5E1NP1,CUST_EPN1XT,ORD_YSV4FV,Laptop,199.25
2023-09-15,05:03:09,STR_5E1NP1,CUST_EPN1XT,ORD_YSV4FV,Monitor,608.68
2023-09-24,08:26:29,STR_5E1NP1,CUST_EPN1XT,ORD_0HSM4O,Tablet,832.49
2023-09-24,08:26:29,STR_5E1NP1,CUST_EPN1XT,ORD_0HSM4O,Tablet,832.49
2023-09-24,08:26:29,STR_5E1NP1,CUST_EPN1XT,ORD_0HSM4O,Speaker,740.0
2023-01-03,13:58:01,STR_5E1NP1,CUST_EPN1XT,ORD_3VNLOY,Headphones,192.36
2023-01-03,13:58:01,STR_5E1NP1,CUST_EPN1XT,ORD_3VNLOY,Keyboard,74.81
2023-01-03,13:58:01,STR_5E1NP1,CUST_EPN1XT,ORD_3VNLOY,Speaker,740.0
2023-04-25,20:52:22,STR_5E1NP1,CUST_EPN1XT,ORD_JMA7VZ,Keyboard,74.81
2023-04-25,20:52:22,STR_5E1NP1,CUST_EPN1XT,ORD_JMA7VZ,Laptop,199.25
2023-04-25,20:52:22,STR_5E1NP1,CUST_EPN1XT,ORD_JMA7VZ,Smartphone,212.8
2023-04-25,20:52:22,STR_5E1NP1,CUST_EPN1XT,ORD_JMA7VZ,Tablet,832.49
2023-04-25,20:52:22,STR_5E1NP1,CUST_EPN1XT,ORD_JMA7VZ,Smartphone,212.8
2023-12-06,23:51:46,STR_5E1NP1,CUST_EPN1XT,ORD_ZYVQ9Q,Laptop,199.25
2023-12-06,23:51:46,STR_5E1NP1,CUST_EPN1XT,ORD_ZYVQ9Q,Tablet,832.49
2023-12-06,23:51:46,STR_5E1NP1,CUST_EPN1XT,ORD_ZYVQ9Q,Smartphone,212.8
2023-12-06,23:51:46,STR_5E1NP1,CUST_EPN1XT,ORD_ZYVQ9Q,Tablet,832.49
2023-12-06,23:51:46,STR_5E1NP1,CUST_EPN1XT,ORD_ZYVQ9Q,Headphones,192.36
2023-07-01,09:12:26,STR_5E1NP1,CUST_EPN1XT,ORD_QJX3XG,Monitor,608.68
2023-07-01,09:12:26,STR_5E1NP1,CUST_EPN1XT,ORD_QJX3XG,Monitor,608.68
2023-07-01,09:12:26,STR_5E1NP1,CUST_EPN1XT,ORD_QJX3XG,Monitor,608.68
2023-07-01,09:12:26,STR_5E1NP1,CUST_EPN1XT,ORD_QJX3XG,Tablet,832.49
2023-07-01,09:12:26,STR_5E1NP1,CUST_EPN1XT,ORD_QJX3XG,Keyboard,74.81
2023-01-22,13:09:17,STR_5E1NP1,CUST_EPN1XT,ORD_SCX26A,Headphones,192.36
2023-01-22,06:30:54,STR_5E1NP1,CUST_1S9ARS,ORD_LJMTJ3,Smartphone,212.8
2023-01-22,06:30:54,STR_5E1NP1,CUST_1S9ARS,ORD_LJMTJ3,Smartwatch,840.43
2023-01-22,06:30:54,STR_5E1NP1,CUST_1S9ARS,ORD_LJMTJ3,Tablet,832.49
2023-05-09,12:59:52,STR_5E1NP1,CUST_3UV71F,ORD_MV3OFA,Tablet,832.49
2023-05-09,12:59:52,STR_5E1NP1,CUST_3UV71F,ORD_MV3OFA,Tablet,832.49
